"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1534498";"";"None";"401.35";"0";"2.93";"SID24797881";"CCOc1cc([N+](=O)[O-])cc(/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)c1O";"IC50";"";"58750.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1583264";"";"None";"354.84";"0";"2.85";"SID24822324";"CC(=O)N(C(C)=O)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S";"IC50";"";"23480.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1478304";"";"None";"414.50";"0";"3.63";"SID49647057";"COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)ccc1O";"IC50";"";"62270.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL267548";"PROTOPORPHYRIN";"None";"562.67";"2";"7.50";"SID47193689";"C=CC1=C(C)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4CCC(=O)O)C(CCC(=O)O)=C3C";"IC50";"";"34590.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1381149";"";"None";"418.41";"0";"3.28";"SID17433565";"COc1cc(/C=C2/C(=O)NN(c3cccc(C)c3)C2=O)ccc1OC(=O)c1ccco1";"IC50";"";"64030.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1325440";"";"None";"282.25";"0";"2.75";"SID24800875";"Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1";"IC50";"";"40090.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1308404";"";"None";"306.67";"0";"3.23";"SID49647767";"O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12";"IC50";"";"10420.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1526855";"";"None";"331.80";"0";"3.70";"SID26658886";"CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)C1CCCCC1";"IC50";"";"38280.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL3196706";"";"None";"258.28";"0";"3.35";"SID26665161";"N#C/C(=C\c1ccc(C#N)cc1)C(=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL4871038";"";"None";"456.29";"0";"4.62";"28";"O=[N+]([O-])c1ccc2nc(NC(=S)Nc3ccc(I)cc3)sc2c1";"IC50";"'='";"11210.0";"nM";"4.95";"";"";"UO_0000065";"10.85";"0.29";"0.33";"6.18";"0";"CHEMBL4825422";"Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4823320";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"Dose = 20.0 microM";"INHIBITOR";""
"CHEMBL1507443";"";"None";"432.30";"1";"5.14";"SID49664903";"COc1ccc(-c2csc(NC(=O)c3ccccc3Br)c2C(=O)O)cc1";"IC50";"";"74410.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL4442641";"";"None";"592.67";"2";"1.47";"(S)-20";"N=C(N)NCCC[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4390123";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease preincubated with protein for 15 mins followed by Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr substrate addition and measured by continuous fluorometric analysis";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4387750";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4519077";"";"None";"566.66";"2";"-0.43";"21";"N=C(N)NCCC[C@H](NC(=O)C(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"9.51";"0.18";"5.82";"2.29";"0";"CHEMBL4390123";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease preincubated with protein for 15 mins followed by Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr substrate addition and measured by continuous fluorometric analysis";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4387750";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL1507776";"";"None";"390.40";"0";"3.21";"SID49645783";"C#CCOc1ccc(/C=C2/C(=O)N(c3cccc(C(=O)O)c3)N=C2C)cc1OC";"IC50";"";"8420.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1479899";"";"None";"310.42";"0";"3.42";"SID4262063";"CCc1c(C)sc(NC(=O)OC)c1C(=O)N1CCCCC1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1317919";"";"None";"437.93";"0";"3.08";"SID49721832";"CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)s1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1484839";"";"None";"457.49";"0";"4.58";"SID17407042";"O=C1Nc2ccc(F)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3)nc1O2";"IC50";"";"46200.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1461619";"";"None";"446.37";"0";"3.04";"SID26671487";"O=C1NC(=O)N(c2ccc3c(c2)OCO3)C(=O)/C1=C\c1ccc(-c2ccccc2C(=O)O)o1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1729300";"";"None";"326.37";"0";"3.47";"SID92764125";"COC1=C(OC)C(=O)C(Sc2ccc3ccccc3c2)=CC1=O";"IC50";"";"5090.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1524427";"";"None";"311.34";"0";"3.23";"SID17386670";"COC(=O)c1c(C)c2c(C)cc3ccccn3c-2c1C(=O)OC";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1331561";"";"None";"321.29";"0";"1.74";"SID49724784";"O=C1c2ccccc2C(=O)N1OS(=O)(=O)c1ccc(F)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1540330";"";"None";"387.46";"0";"4.10";"SID24797823";"CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C)c(C)c1";"IC50";"";"75130.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1413719";"";"None";"450.56";"0";"3.11";"SID49647282";"COc1cccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)c1OC";"IC50";"";"36160.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1312673";"";"None";"305.20";"0";"0.07";"SID24813907";"O=C1NC(=O)C(=Cc2cc3c(cc2[N+](=O)[O-])OCO3)C(=O)N1";"IC50";"";"21410.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1734152";"";"None";"305.76";"0";"2.63";"SID92764285";"CC1COCC(C)N1C1=C(Cl)C(=O)c2ccccc2C1=O";"IC50";"";"16160.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1424728";"";"None";"447.37";"0";"4.68";"SID47198102";"CC1(C)CC(=O)C(C(c2ccc(Br)cc2)C2C(=O)CC(C)(C)CC2=O)C(=O)C1";"IC50";"";"79270.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1476948";"";"None";"485.49";"0";"3.73";"SID49816182";"COc1cccc(/C=C2\Oc3cc(OCC(=O)N4Cc5ccccc5C[C@H]4C(=O)O)ccc3C2=O)c1";"IC50";"";"43400.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1715633";"";"None";"581.32";"2";"6.95";"SID85301873";"Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=CC[C@H]2c2ccc(Cl)c(Cl)c2)cc1";"IC50";"";"42890.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1490677";"";"None";"264.28";"0";"2.66";"SID17513508";"O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1";"IC50";"";"41570.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1547740";"";"None";"413.52";"0";"4.33";"SID49671662";"O=C(O)CCCN1C(=O)/C(=C\c2ccccc2OCc2ccccc2)SC1=S";"IC50";"";"36670.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1407205";"";"None";"335.81";"0";"4.23";"SID49649398";"O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1cccc(Cl)c1";"IC50";"";"71820.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1304402";"";"None";"368.87";"0";"3.33";"SID24835364";"CN1CCN(C(c2ccccn2)c2cc(Cl)c3cccnc3c2O)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1311811";"";"None";"319.74";"0";"3.07";"SID49679461";"C#CCOc1c(Cl)cc(/C=C2/C(=O)ON=C2C)cc1OCC";"IC50";"'>'";"100000.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1794550";"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
